file,type,split,frames,sampling_rate,sec
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000100.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000101.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000102.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000103.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000104.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000105.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000106.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000107.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000108.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000109.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000110.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000111.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000112.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000113.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000114.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000115.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000116.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000117.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000118.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000119.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000120.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000121.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000122.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000123.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000124.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000125.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000126.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000127.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000128.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000129.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000130.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000131.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000132.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000133.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000134.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000135.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000136.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000137.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000138.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000139.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000140.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000141.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000142.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000143.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000144.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000145.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000146.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000147.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000148.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000149.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000150.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000151.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000152.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000153.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000154.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000155.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000156.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000157.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000158.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000159.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000160.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000161.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000162.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000163.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000164.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000165.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000166.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000167.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000168.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000169.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000170.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000171.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000172.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000173.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000174.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000175.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000176.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000177.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000178.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000179.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000180.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000181.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000182.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000183.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000184.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000185.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000186.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000187.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000188.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000189.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000190.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000191.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000192.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000193.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000194.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000195.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000196.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000197.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000198.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000199.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000200.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000201.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000202.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000203.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000204.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000205.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000206.wav,ToyCar,train,176000,16000,11.0
/media/hiroki/working/datasets/DCASE2/add_dev_data/ToyCar/train/normal_id_05_00000207.wav,ToyCar,train,176000,16000,11.0
